answer_leak_in_question,constants_mentioned_in_question,explicit_op_word_count,generation_cell,mean_gold_offered_position,n_offered,program_hash,question_skeleton,sample_id,tool_combo
0,1,0,G_2call_linear_tool_catalog_02,8.5,13,6590bbc48d05,work out the end result of these operations: find the remainder of # divided by #; square that result.,ttdf_712be6a2b0d4,leftover_after_grouping|self_product
0,1,3,A_6pcall_linear_long_horizon_00,5.25,11,90e86e47df78,"first, convert # degrees fahrenheit to celsius using the result and following the order of the request. multiply that result by #; divide that result by #; negate that result; increase that result by ",ttdf_33c3736160e6,fahrenheit_to_celsius|multiply|divide|negate|increase_by_percent|round_to_decimals|sum_two_numbers|append_to_values
0,1,3,A_6pcall_fan_in_tool_catalog_01,4.166666666666667,15,42c293b66411,"step one: convert # degrees celsius to fahrenheit. after that, subtract that result from #. after that, convert # degrees fahrenheit to celsius. after that, subtract # from that result. after that, ro",ttdf_19a21384e2ba,celsius_to_fahrenheit|subtract|fahrenheit_to_celsius|subtract|ceiling|average_of_two
0,1,2,A_6pcall_fan_in_long_horizon_00,5.666666666666667,11,db27d165da5a,"first, determine what is left over when # is divided by #. next, find the ratio of # to #. then, find the ratio of # to that result. after that, calculate the average of # and that result. then, deter",ttdf_f2e290f68a14,modulo_of|ratio_of|ratio_of|average_of_two|ratio_of|average_of_two
0,1,1,A_3call_fan_in_tool_catalog_01,6.666666666666667,13,3d5e7815a2d5,tell me what comes out when i compute how many whole times # fits into #; convert # kilometers to meters; subtract that result from the result of step #.,ttdf_18bd5adee8cd,whole_quotient|km_to_meters|difference_of_numbers
0,1,0,A_2call_linear_tool_catalog_05,8.5,14,7bc9ee322b7a,"identify the #-based position of the greatest item in [#, #, #, #, #] using this result, increase # by that percent.",ttdf_1146308536be,position_of_maximum|increase_by_percent
0,0,0,A_2call_linear_tool_catalog_05,2.5,14,ad077d076890,"after summing the list [#, #, #, #, #, #], i need to square the result to get the final outcome.",ttdf_5583e9093f36,sum_of_values|square_value
0,1,0,A_2call_linear_continuation_00,5.5,8,e2cde676acb0,"a school tracks these figures for its yearbook. step #: round # up to a whole number. step #: append that result to the list [#, #, #, #, #]. what is the final result?",ttdf_81ae16afa8a0,ceiling|append_to_values
0,1,0,G_6pcall_branch_aggregate_tool_catalog_00,8.833333333333334,15,bfad22dc027c,a shop reviews its figures. step #: compute the ratio of # to #. step #: find the absolute difference between # and that result. step #: round # up to a whole number. step #: take the square root of t,ttdf_d97a77cb50c8,proportion_between|gap_between|round_up_whole|root_extract|combine_amounts|total_of_three_parts
0,1,2,A_6pcall_linear_long_horizon_00,5.375,9,f6bc32375501,a shop reviews its figures. step #: round # up to a whole number. step #: average # and that result. step #: round that result up to a whole number. step #: subtract that result from #. step #: multip,ttdf_88db3bb9c110,ceiling|average_of_two|ceiling|subtract|product_of_numbers|inverse|inverse|nearest_integer
0,1,1,A_3call_fan_in_variable_pla_00,1.3333333333333333,10,9d1744f16c25,a shop reviews its figures. step #: convert # meters to kilometers. step #: add # and #. step #: find the absolute difference between the result of step # and that result.,ttdf_b821df28975e,meters_to_km|sum_two_numbers|absolute_difference
0,1,1,A_3call_linear_variable_pla_00,3.3333333333333335,8,3a67138b2892,"first, transform # kilometers to meters, therefore, average # and the result of that conversion, finally, assign the unit 'points' to that final result of the operations",ttdf_b11e0c22e08e,km_to_meters|average_of_two|label_with_unit
0,1,3,G_4call_fan_in_variable_pla_00,10.0,12,7d03b2df10b0,a school tracks these figures for its yearbook. step #: average # and #. step #: convert # minutes to seconds. step #: average the result of step # and that result. step #: round that result to the ne,ttdf_35655e0b2603,midpoint_value|seconds_from_minutes|midpoint_value|whole_number_of
0,1,2,A_3call_fan_in_tool_catalog_01,5.333333333333333,14,dfc927740838,a warehouse audit produced these numbers. step #: find the absolute difference between # and #. step #: convert # kilometers to meters. step #: average the result of step # and that result.,ttdf_470d58b1d06f,absolute_difference|km_to_meters|average_of_two
0,1,0,G_3call_linear_variable_pla_00,3.0,8,e786a4b9f9bb,"first, find the ratio of # to #. then, using that result, determine how many whole times # fits into it. finally, calculate that result percent of #. report only the final value.",ttdf_6b36336b66ae,proportion_between|full_groups_of|portion_by_rate
0,1,0,G_3call_linear_variable_pla_00,1.6666666666666667,9,8371497fb073,"give me the result of this calculation: count the items of [#, #, #, #, #]; decrease # by that result percent; compute the ratio of # to that result.",ttdf_82703d6a0d7e,series_length|shrink_by_rate|proportion_between
0,1,1,G_4call_linear_variable_pla_00,5.0,8,30e8d9d808ee,"start by adding # and #, then take that total and multiply it by #, square the result of that multiplication, and finally add # to the squared value.",ttdf_53bf21b903a7,total_of_pair|scale_quantity|self_product|total_of_pair
0,1,3,G_6pcall_linear_long_horizon_00,4.0,8,3fe15a2100be,"first, find the absolute difference between # and #. using that result, find the remainder of # divided by the result. multiply the result by #. divide # by the previous value. multiply that result by",ttdf_07bf20b2416e,gap_between|leftover_after_grouping|scale_quantity|per_unit_value|scale_quantity|root_extract
0,1,0,G_4call_fan_in_variable_pla_00,6.75,12,f569514b627f,"first, transform # minutes into seconds. then, determine # multiplied by #. afterward, subtract the previous value from the result of step # and format it with the unit 'boxes'. report only the final ",ttdf_1bf6c5e23d34,seconds_from_minutes|scale_quantity|reduce_amount|annotate_measurement
0,1,2,G_5call_linear_long_horizon_00,3.0,8,3ddf3cc13eff,a warehouse audit produced these numbers. step #: average # and #. step #: subtract that result from #. step #: square that result. step #: add # and that result. step #: average that result and #.,ttdf_a31e86877e4c,midpoint_value|remaining_after|self_product|total_of_pair|midpoint_value
0,1,0,G_2call_linear_continuation_03,4.5,9,3af3948eb28a,a shop reviews its figures. step #: take the reciprocal of #. step #: find the absolute difference between that result and #.,ttdf_73596c9703cc,reciprocal_value|gap_between
0,1,2,G_4call_branch_aggregate_tool_catalog_00,7.0,14,d2ea83906ad2,"divide # by #; next divide # by #; next take the square root of #; finally add up the result of step #, the result of step # and that result. report only the final value.",ttdf_72bdb8dd4fbf,per_unit_value|per_unit_value|root_extract|total_of_three_parts
0,1,1,G_3call_linear_variable_pla_00,2.3333333333333335,8,6da4ce9eb0c4,"first, add the numbers #,#,#,#, #, #. next, find the square root of that result. finally, average # and that result.",ttdf_38b1f24fdba4,aggregate_total|root_extract|midpoint_value
0,1,0,A_2call_linear_tool_catalog_05,11.0,16,4cf9b00c203b,"first, square #. then, take that result and decrease it by # percent.",ttdf_e3733a0bc54a,square_value|decrease_by_percent
0,1,0,A_2call_linear_continuation_01,3.5,12,6bad412f1b79,"first, carry out a modulo of # by # and then negate the result. that value is the final result.",ttdf_54eb0c0e425c,reminder|negate
0,1,3,A_6pcall_branch_aggregate_tool_catalog_00,6.125,15,eaec842457d8,calculate the average of # and #. use that result to increase # by that same percentage. subtract # from that new value. round # to the nearest whole. find the absolute difference between # and that r,ttdf_5f0209e88851,average_of_two|increase_by_percent|subtract|nearest_integer|absolute_difference|multiply|percent_of|sum_of_three
0,1,2,G_6pcall_fan_in_long_horizon_00,5.666666666666667,12,56c6e169aa7e,a hiking club recorded these values. step #: convert # minutes to seconds. step #: average # and that result. step #: round # to # decimal places. step #: subtract that result from #. step #: compute ,ttdf_c02e6ca784a5,seconds_from_minutes|midpoint_value|trim_precision|remaining_after|portion_by_rate|exceeds_value
0,1,2,G_6pcall_fan_in_tool_catalog_01,8.0,15,619f972b78e5,"first, add # and #, then subtract # by that result and find the remainder of # divided by #. next, find the absolute difference between # and that result. after that, invert the previous value, and av",ttdf_58f08c4edc40,combine_amounts|reduce_amount|leftover_after_grouping|gap_between|reciprocal_value|midpoint_value|midpoint_value
0,1,2,G_5call_fan_in_long_horizon_00,3.6,11,ed41196dab73,"divide # by #, and then decrease # by that result percent, and then round # down to a whole number, and then take the square root of that result, concluding by multiply the result of step # by that re",ttdf_3b2cc1a549da,per_unit_value|shrink_by_rate|round_down_whole|root_extract|pairwise_product
0,1,0,A_2call_linear_continuation_01,2.5,11,12495ddd9f3d,"first, start with # and square it. next, check if that result can be divided evenly by #.",ttdf_1e61b3899278,square_value|is_divisible_by
0,1,0,G_6pcall_fan_in_tool_catalog_01,8.857142857142858,16,ddbe8f10c334,"first, negate # and find the remainder of that result when divided by #. decrease the number by # percent and negate the resulting number. calculate the square root of # and find the absolute differen",ttdf_58f71101b86b,flip_sign|leftover_after_grouping|shrink_by_rate|flip_sign|root_extract|gap_between|split_evenly
0,1,0,A_3call_fan_in_tool_catalog_01,7.0,17,15dd2638460b,"start by dividing # by #. then, find the square root of #. lastly, determine the result of the result of step # percent of the previous value. (the office moved in #.)",ttdf_9c6978bb26f3,quotient_of|sqrt|percent_of
0,1,0,A_2call_linear_continuation_00,5.0,9,94655b5e2f05,a delivery service reviews yesterday's log. step #: compute # percent of #. step #: round that result to the nearest whole number.,ttdf_cd4fb2c82b9a,percent_of|nearest_integer
0,1,2,A_5call_branch_aggregate_tool_catalog_00,6.0,13,b7df83fdceac,"start by taking the reciprocal of #, then add # to that result, then multiply # by #, then round # to # decimal place, then average the result of step #, the result of step #, and that result.",ttdf_04bb083de833,inverse|sum_two_numbers|multiply|round_to_decimals|mean_of_three
0,1,2,G_6pcall_fan_in_tool_catalog_01,8.833333333333334,18,d11d4eb34fca,"square # to start. then, determine the remainder of # divided by #. next, determine the remainder of # divided by that result, and then decrease that value by # percent. then, divide the result of ste",ttdf_8e25a3c3d4b0,self_product|leftover_after_grouping|leftover_after_grouping|shrink_by_rate|split_evenly|stringify_amount
0,1,0,A_3call_fan_in_tool_catalog_01,11.666666666666666,16,3021dbe5e936,"first, determine how many times # divides into #, excluding any remainder. next, change # degrees celsius into fahrenheit. finally, calculate the result of step # percent of that result.",ttdf_f6b902a8de54,whole_quotient|celsius_to_fahrenheit|percentage_value
0,1,1,G_2call_linear_continuation_01,10.0,12,0a7c848bbf57,an engineer checks a report. step #: round # down to a whole number. step #: average # and that result.,ttdf_0ce8913d0334,round_down_whole|midpoint_value
0,1,0,A_5call_fan_in_long_horizon_00,6.4,10,4f2f2a959303,a warehouse audit produced these numbers. step #: round # down to a whole number. step #: compute the ratio of # to that result. step #: round # up to a whole number. step #: add the result of step # ,ttdf_1784a7d130c4,floor|ratio_of|ceiling|add|build_tag
0,1,2,A_6pcall_fan_in_long_horizon_00,5.333333333333333,11,046ed6c51a4f,"first, divide # by # then round up the result to the nearest whole number. next, determine how many whole times # fits into the previous value, and take the reciprocal of #. multiply that result by #,",ttdf_7b8db9955d51,divide|ceiling|whole_quotient|inverse|product_of_numbers|percent_of
0,1,2,A_5call_branch_aggregate_tool_catalog_00,8.6,18,d6a8885d117d,"begin by finding the square root of #. then, divide that result by # and find the remainder. next, round # to the closest whole number. after that, calculate the absolute difference between # and #. l",ttdf_7c88aeaeb582,sqrt|modulo_of|nearest_integer|absolute_difference|mean_of_three
0,1,1,A_2call_linear_continuation_01,7.0,10,2d5b21243a46,"first, convert # hours to minutes. afterward, determine if that result falls between # and #. only report the final value.",ttdf_44b01616a487,hours_to_minutes|is_within_range
0,1,2,G_6pcall_fan_in_tool_catalog_01,9.5,18,e5e9ff1a99b2,"average # and #, followed by compute how many whole times that result fits into #, followed by add that result and #, followed by find the absolute difference between # and #, followed by find the abs",ttdf_209b1a2b8bb1,midpoint_value|full_groups_of|total_of_pair|gap_between|gap_between|stringify_amount
0,1,0,A_2call_linear_continuation_01,1.5,12,5938b69a9c20,"ultimately i want to check whether the value those steps produce lies between # and #. before that, round # up to a whole number.",ttdf_330334b5a8ee,ceiling|is_within_range
0,1,1,G_6pcall_branch_aggregate_tool_catalog_00,7.75,18,98e050e38cd8,a lab notebook lists these measurements. step #: add # and #. step #: find the absolute difference between # and that result. step #: increase # by # percent. step #: average # and that result. step #,ttdf_093f5f1c7a5c,combine_amounts|gap_between|grow_by_rate|midpoint_value|remaining_after|shrink_by_rate|dispersion_of_three|whole_number_of
0,0,0,G_2call_linear_continuation_01,4.0,10,7658d5cddb1d,"first, add up the numbers #, #, #, #, #, #. then, negate that result. report only the final value.",ttdf_1fbbe1962989,aggregate_total|flip_sign
0,1,0,A_3call_fan_in_variable_pla_00,8.0,11,43d8a20ed0c1,a hiking club recorded these values. step #: take the reciprocal of #. step #: find the remainder of # divided by #. step #: compute the ratio of the result of step # to that result. what is the final,ttdf_a27ee767b260,inverse|reminder|ratio_of
0,1,3,G_4call_fan_in_variable_pla_00,3.25,10,a2128d0d3d72,a hiking club recorded these values. step #: multiply # by #. step #: convert # meters to kilometers. step #: average the result of step # and that result. step #: round that result to the nearest who,ttdf_67a6c973d4d7,scale_quantity|km_from_meters|midpoint_value|whole_number_of
0,1,0,A_4call_branch_aggregate_tool_catalog_00,8.0,15,0331e62f2593,"compute the absolute difference between # and #. next, increase # by # percent. take the result of the previous step and the reciprocal of #. finally, find the spread between the largest and smallest ",ttdf_28a45ed58282,absolute_difference|increase_by_percent|inverse|range_of_three
0,1,2,G_6pcall_fan_in_tool_catalog_01,5.571428571428571,15,0d9ef1ddc070,"first, find the absolute difference between # and #; add # and that result; multiply # by that result; then find the absolute difference between # and that result; take the reciprocal of #; compute th",ttdf_46c52bed205e,gap_between|combine_amounts|pairwise_product|gap_between|reciprocal_value|portion_by_rate|stringify_amount
0,1,1,G_5call_linear_long_horizon_00,3.0,8,f58f188808e5,"first, calculate the absolute difference between # and #. then, take # and divide it by that result. next, increase # by that result in percentage. after, find the ratio of that result to #. last, neg",ttdf_a36a302e3a68,gap_between|split_evenly|grow_by_rate|proportion_between|flip_sign
0,1,2,A_6pcall_branch_aggregate_tool_catalog_00,8.875,16,a8b13db66941,"what i finally need is to add up the result of step #, the result of step # and the value those steps produce; the preparation is to compute the ratio of # to #, then multiply # by that result, then s",ttdf_1703e497b2ae,ratio_of|product_of_numbers|subtract|average_of_two|absolute_difference|decrease_by_percent|sqrt|sum_of_three
0,1,1,A_4call_fan_in_variable_pla_00,6.5,12,8da08873304e,"initially, round down # to the nearest whole number. then, determine the remainder of that division, divided by #. after that, lower # by # percent. finally, divide the result from step # of this proc",ttdf_67945aea207c,floor|modulo_of|decrease_by_percent|divide
0,1,1,A_2call_linear_continuation_03,1.5,9,26c3efc98aef,"first, add # and # together, then convert that result to text",ttdf_90db64712927,add|number_to_text
0,1,1,A_3call_linear_variable_pla_00,2.6666666666666665,8,cd0ff25f676c,"a shop reviews its figures. step #: multiply # by #. step #: find the absolute difference between # and that result. step #: append that result to the list [#, #, #].",ttdf_62046f3f6ffe,multiply|absolute_difference|append_to_values
0,1,1,A_6pcall_fan_in_tool_catalog_01,4.428571428571429,13,f03cca130238,"first, determine the remainder of # divided by #. next, lower # by # percent. subtract that result from #. multiply # by that result. take # percent of that result. decrease that result by # percent. ",ttdf_8a212faaa6ac,reminder|decrease_by_percent|difference_of_numbers|multiply|percent_of|decrease_by_percent|difference_of_numbers
0,1,0,A_2call_linear_continuation_01,5.5,11,eda3b5b31be8,a hiking club recorded these values. step #: square #. step #: increase # by that result percent.,ttdf_2d9eb714eff9,square_value|increase_by_percent
0,1,1,A_6pcall_branch_aggregate_tool_catalog_00,9.833333333333334,16,3ada75c2469b,"first, increase # by # percent. then, negate that result. round up # to the nearest whole number. next, calculate the average of # and that result. take the reciprocal of #, and determine the range of",ttdf_1d3da88ad525,increase_by_percent|negate|ceiling|average_of_two|inverse|range_of_three
0,1,0,A_2call_linear_continuation_04,9.0,12,8dc595c31c51,an engineer checks a report. step #: compute # percent of #. step #: round that result down to a whole number. report only the final value.,ttdf_85cd4058f920,percentage_value|floor
0,0,1,A_2call_linear_continuation_00,5.5,9,a7ce394238eb,"a delivery service reviews yesterday's log. step #: average the list [#, #, #]. step #: round that result to the nearest whole number.",ttdf_cbe96d386138,mean_of_values|nearest_integer
0,1,1,G_4call_fan_in_variable_pla_00,3.0,10,2e5eefd033a8,"first, decrease # by # percent. next, convert # kilometers to meters. then, find the # percent of the result from the previous operation. finally, round that result to the nearest whole number.",ttdf_4389b3ac4d29,shrink_by_rate|meters_from_km|portion_by_rate|whole_number_of
0,1,1,A_5call_branch_aggregate_tool_catalog_00,7.2,13,50d218b72736,"determine the outcome of this procedure: compute # percent of #; divide # by that result; take the reciprocal of #; find the absolute difference between # and #; add up the result of step #, the resul",ttdf_2455995df85b,percent_of|quotient_of|inverse|absolute_difference|sum_of_three
0,1,0,G_6pcall_fan_in_tool_catalog_01,7.666666666666667,15,2f0b8789daf2,"start by converting # degrees celsius to fahrenheit, then find the absolute difference between that result and #. next, figure out how many whole times # fits into that result, then calculate # percen",ttdf_40fe0a0d5ab0,fahrenheit_from_celsius|gap_between|full_groups_of|portion_by_rate|round_down_whole|portion_by_rate
0,1,1,G_4call_fan_in_variable_pla_00,6.0,11,3e4bc09c1284,"increase # by # percent, then convert # degrees celsius to fahrenheit, then find the absolute difference between the result of step # and that result, and finally label that result with the unit 'poin",ttdf_65c102e8ae6e,grow_by_rate|fahrenheit_from_celsius|gap_between|annotate_measurement
0,1,0,A_2call_linear_continuation_01,5.5,10,815b27120ed4,"first, find # percent of #. next, determine if that result is between # and #.",ttdf_10a611963887,percentage_value|is_within_range
0,1,0,A_5call_fan_in_long_horizon_00,2.6,11,95eb66c61ff8,"start by multiplying # by #. then, round up # to the nearest whole number. then, decrease # by that result as a percentage. next, find the absolute difference between the result of step # and that res",ttdf_ddfa3474fa31,multiply|ceiling|decrease_by_percent|absolute_difference|label_with_unit
0,1,2,G_5call_linear_long_horizon_00,2.6,9,fc9776b1a98f,"first, take the absolute difference between # and #. then, find the average of that result and #. next, determine the ratio of that result to #. after that, calculate the absolute difference between #",ttdf_36b57efe7392,gap_between|midpoint_value|proportion_between|gap_between|scale_quantity
0,1,1,G_6pcall_linear_long_horizon_00,5.333333333333333,9,656f3f1f3f67,"first, compute the ratio of # to #. then find the absolute difference between that result and #. then round that result to # decimal places. then negate that result. then multiply # by that result. fi",ttdf_13e86a1c0b0a,proportion_between|gap_between|trim_precision|flip_sign|scale_quantity|gap_between
0,1,0,G_2call_linear_continuation_03,1.0,8,c4a66043553d,"first, round up # to the nearest whole number. next, find the reciprocal of that result.",ttdf_b9c7c5612106,round_up_whole|reciprocal_value
0,1,1,A_2call_linear_continuation_03,2.5,8,cc340386dd80,a shop reviews its figures. step #: multiply # by #. step #: format that result with # decimal places as text.,ttdf_2ae133ee09f2,product_of_numbers|format_number_fixed
0,1,1,A_6pcall_linear_long_horizon_00,3.3333333333333335,8,167c8476ca8a,"take # and increase it by # percent, and use that to subtract from #. use the result of that to subtract #. find the average of the result and #. find the absolute difference between # and that result",ttdf_24d44636b99b,increase_by_percent|difference_of_numbers|difference_of_numbers|average_of_two|absolute_difference|nearest_integer
0,1,2,G_4call_linear_variable_pla_00,3.5,8,87bef5aacd6f,a shop reviews its figures. step #: multiply # by #. step #: add that result and #. step #: take the reciprocal of that result. step #: average # and that result. what is the final result?,ttdf_57d750445754,scale_quantity|combine_amounts|reciprocal_value|midpoint_value
0,1,1,A_5call_fan_in_long_horizon_00,4.8,12,4e5df62b258b,"first, calculate the absolute difference between # and #. then, convert # meters to kilometers. then, increase the result by # percent. afterwards, find the absolute difference between the result of s",ttdf_0347623425c6,absolute_difference|meters_to_km|increase_by_percent|absolute_difference|build_tag
0,1,0,G_2call_linear_tool_catalog_02,5.0,14,ae782ff1c6bd,"first, derive the square root of #, and then use that result to determine what percent of # it is.",ttdf_179d52becd83,root_extract|portion_by_rate
0,1,1,A_2call_linear_continuation_00,2.5,9,e19373358363,a school tracks these figures for its yearbook. step #: convert # degrees fahrenheit to celsius. step #: round that result to the nearest whole number. what is the final result?,ttdf_f64cb80ebd35,fahrenheit_to_celsius|nearest_integer
0,1,2,A_6pcall_linear_long_horizon_00,3.5,9,52f91ba8e019,"initially, convert # kilometers to meters. subsequently, average # and that result. subsequently, find the absolute difference between that result and #. subsequently, compute how many whole times # f",ttdf_918a1b8e247c,km_to_meters|average_of_two|absolute_difference|whole_quotient|decrease_by_percent|nearest_integer
0,1,0,A_2call_linear_continuation_00,4.0,8,8f656e80ef89,"find the reciprocal of #, and then round that result to the nearest whole number. the final value should be reported, which is the result after rounding.",ttdf_f6fd02964091,inverse|nearest_integer
0,1,2,G_6pcall_fan_in_long_horizon_00,5.833333333333333,10,eee30197f3ce,"start by rounding # to the nearest whole number. next, figure out how many whole times # fits into that result. convert # hours to minutes. find the ratio of # to that result. add # to that. lastly, d",ttdf_2f3bdb3a35c1,whole_number_of|full_groups_of|minutes_from_hours|proportion_between|combine_amounts|per_unit_value
0,1,1,A_2call_linear_continuation_01,4.5,11,d0aa682a48f2,"first, multiply # by #, then see if the result of that multiplication lies between # and #.",ttdf_36a216ba2999,product_of_numbers|is_within_range
0,1,2,G_6pcall_linear_long_horizon_00,4.5,9,f7e1319320af,"convert # minutes into seconds, then negate that result, add # and that result, find the ratio of # to that result, divide # by that result, find the absolute difference between # and that result.",ttdf_9d77f3ed8fa3,seconds_from_minutes|flip_sign|total_of_pair|proportion_between|split_evenly|gap_between
0,1,0,A_2call_linear_continuation_00,2.0,9,299eb7540e4a,"a delivery service reviews yesterday's log. step #: round # to the nearest whole number. step #: scale every item of [#, #, #, #, #] by that result.",ttdf_07c691f0f0b6,nearest_integer|scale_values
0,1,0,A_2call_linear_continuation_00,2.5,9,bf88e8181344,what happens if i change # degrees celsius to fahrenheit and then rounding the result to the nearest whole number? what is the outcome?,ttdf_b759f7cbfc86,celsius_to_fahrenheit|nearest_integer
0,1,2,A_4call_fan_in_variable_pla_00,9.0,12,0f6cff431e12,"please convert # meters to kilometers, then find # percent of that result. next, convert # meters to kilometers, then find the result of step # percent of that result.",ttdf_3d16ba355ab3,meters_to_km|percent_of|meters_to_km|percent_of
0,1,0,A_6pcall_linear_long_horizon_00,4.25,8,743725e1f121,"initially, compute how many whole times # fits into #. subsequently, compute the ratio of # to that result. subsequently, subtract # from that result. subsequently, compute the ratio of # to that resu",ttdf_78f37f8ffa01,floor_divide|ratio_of|difference_of_numbers|ratio_of|difference_of_numbers|reminder|ratio_of|append_to_values
0,1,2,A_5call_linear_long_horizon_00,4.2,8,50342d16b943,"find the #-based index of the largest value in the list #, #, #, #, then divide that result by #, then multiply that result by #, then find the absolute difference between that result and #, and final",ttdf_9d9863ba2cb6,position_of_maximum|quotient_of|multiply|absolute_difference|sum_two_numbers
0,1,1,G_4call_fan_in_variable_pla_00,4.0,12,a168a285b18d,"round # down to a whole number, then average # and #, then subtract that result from the result of step #, and finally round that result to the nearest whole number.",ttdf_68ca1081ba07,round_down_whole|midpoint_value|reduce_amount|whole_number_of
0,1,1,G_6pcall_linear_long_horizon_00,2.8333333333333335,9,6f5f13a42276,"first, see how many whole #s are in #. then, use that result to see how many whole times it fits into #. next, negate that result. then, subtract # from that result. after that, multiply # by that res",ttdf_73f8a9ff0c4b,full_groups_of|full_groups_of|flip_sign|reduce_amount|pairwise_product|reciprocal_value
0,1,0,G_3call_fan_in_tool_catalog_01,6.666666666666667,13,4ab895d0041c,"first, subtract # from #. then square #. finally, compute the result of step # percent of that result. (for context only: the meeting lasted # minutes.)",ttdf_7477d37d7cea,reduce_amount|self_product|portion_by_rate
0,1,0,A_3call_linear_variable_pla_00,3.3333333333333335,9,7e97e94e7d05,"start by converting # minutes to seconds. next, subtract that result from #. and finally, use that result to scale each item in the list #, #, #, #, #.",ttdf_11520fc95946,minutes_to_seconds|subtract|scale_values
0,1,0,A_2call_linear_tool_catalog_02,4.0,17,269081c866ce,"identify the #-based position of the highest number in [#, #, #]. using that result, calculate # percent of it.",ttdf_133121788cd1,position_of_maximum|percent_of
0,1,0,G_2call_linear_continuation_00,2.0,8,9ae0a9a27672,"initially, square #, then square the result from that and report the final value.",ttdf_ce5a5d3e494a,self_product|self_product
0,1,1,A_5call_fan_in_long_horizon_00,3.8,10,e3adaa047ed6,"first, calculate # percent of #, and find the remainder of that result when divided by #. next, convert # seconds to whole minutes, then find the absolute difference between the result of step # and t",ttdf_43aa348514cb,percentage_value|modulo_of|seconds_to_full_minutes|absolute_difference|build_tag
0,1,0,A_2call_linear_continuation_00,7.0,9,e7ebc8767251,"a school tracks these figures for its yearbook. step #: round # down to a whole number. step #: append that result to the list [#, #, #, #, #].",ttdf_ce63e45a9b47,floor|append_to_values
0,1,1,G_6pcall_linear_long_horizon_00,4.166666666666667,9,7d9fd77dcb06,"first, boost # by # percent, then round that result to the nearest whole number. next, average # and the result, then figure out how many whole times that result goes into #. compute the ratio of that",ttdf_4225616d0be4,grow_by_rate|whole_number_of|midpoint_value|full_groups_of|proportion_between|gap_between
0,1,0,G_4call_branch_aggregate_tool_catalog_00,8.25,17,93c49af8bbbf,"tell me what comes out when i round # to the nearest whole number; find the remainder of # divided by #; square #; add up the result of step #, the result of step # and that result. (unrelated: the of",ttdf_447a55068eaf,whole_number_of|leftover_after_grouping|self_product|total_of_three_parts
0,1,0,G_3call_fan_in_variable_pla_00,6.0,12,c2b7b3601686,tell me what comes out when i take the square root of #; decrease # by # percent; compute the result of step # percent of that result. what is the final result?,ttdf_d4e5b7bfafb4,root_extract|shrink_by_rate|portion_by_rate
0,1,0,G_2call_linear_continuation_03,1.5,8,d3314216696d,"first, round # down to the nearest whole number. then, use that result to find what percent # is of it.",ttdf_d0ad5f3cd5b2,round_down_whole|portion_by_rate
0,1,1,G_6pcall_linear_long_horizon_00,3.0,9,a35394c9e794,"to begin, round # down to a whole number. next, take the square root of that result. next, round that result up to a whole number. next, negate that result. next, take the reciprocal of that result. l",ttdf_bc01a5b836d7,round_down_whole|root_extract|round_up_whole|flip_sign|reciprocal_value|midpoint_value
0,1,0,A_2call_linear_tool_catalog_05,10.5,14,7565c3f28f9f,a school tracks these figures for its yearbook. step #: round # to the nearest whole number. step #: add that result and #.,ttdf_51e0bd1618d1,nearest_integer|add
0,1,3,A_6pcall_fan_in_tool_catalog_01,7.5,16,dad65c797f87,an engineer checks a report. step #: divide # by #. step #: take the square root of #. step #: increase # by that result percent. step #: round that result down to a whole number. step #: decrease tha,ttdf_2fff9c093256,divide|sqrt|increase_by_percent|floor|decrease_by_percent|negate|divide|product_of_numbers
0,1,0,G_2call_linear_continuation_04,4.5,11,0f913db7ed61,"first, decrease # by # percent to get the result, then negate that result.",ttdf_6ff7f34a1a92,shrink_by_rate|flip_sign
0,1,2,G_2call_linear_continuation_00,4.5,8,e90a09d98df5,"a warehouse audit produced these numbers. step #: sum the list [#, #, #, #, #]. step #: multiply # by that result.",ttdf_2d41b2830490,aggregate_total|pairwise_product
0,1,1,G_2call_linear_tool_catalog_02,7.0,15,e22ca2ccbd4c,"first, round # to # decimal places, then divide that result by #. do not report the intermediate value.",ttdf_21cfed40077b,trim_precision|per_unit_value
0,1,1,G_3call_linear_variable_pla_00,3.3333333333333335,8,d186efeba442,a school tracks these figures for its yearbook. step #: compute # percent of #. step #: divide # by that result. step #: find the absolute difference between that result and #.,ttdf_5819997e10dd,portion_by_rate|split_evenly|gap_between
0,1,3,A_6pcall_fan_in_long_horizon_00,4.333333333333333,10,c7e2d142c50d,a hiking club recorded these values. step #: compute the ratio of # to #. step #: average that result and #. step #: subtract # from that result. step #: average # and that result. step #: convert # m,ttdf_9305a91f7974,ratio_of|average_of_two|subtract|average_of_two|meters_to_km|percentage_value
0,1,0,A_2call_linear_continuation_01,1.0,11,1d732b698287,"first, add up the numbers #, #, #, #, # and then, add # to that result.",ttdf_4f189e16b6c4,sum_of_values|sum_two_numbers
0,1,3,G_6pcall_fan_in_tool_catalog_01,4.428571428571429,14,1598236537fe,a warehouse audit produced these numbers. step #: multiply # by #. step #: convert # hours to minutes. step #: subtract # from that result. step #: compute # percent of that result. step #: multiply t,ttdf_09c234dedf78,scale_quantity|minutes_from_hours|remaining_after|portion_by_rate|scale_quantity|gap_between|render_with_decimals
